STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,BASE_PER,TIMELINESS,DECIMALS
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_MIN,PT_CONS_MAT_D,Percentage of domestic material consumption,_T,Total - all activities,2014,47.42,E,Estimated value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_MIN,PT_CONS_MAT_D,Percentage of domestic material consumption,_T,Total - all activities,2013,49.38,E,Estimated value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_MIN,PT_CONS_MAT_D,Percentage of domestic material consumption,_T,Total - all activities,2012,56.68,E,Estimated value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_MIN,PT_CONS_MAT_D,Percentage of domestic material consumption,_T,Total - all activities,2011,55.95,E,Estimated value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_MIN,PT_CONS_MAT_D,Percentage of domestic material consumption,_T,Total - all activities,2010,47.06,E,Estimated value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_MIN,PT_CONS_MAT_D,Percentage of domestic material consumption,_T,Total - all activities,2009,44.41,E,Estimated value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2005,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2022,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2021,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2020,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2019,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2018,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2017,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2016,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2015,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2014,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2013,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2012,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,REGMNG,_X,Unspecified,_T,Total - all activities,2011,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2007,67.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2006,67.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2005,67.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2004,66.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2003,66.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2002,66.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2001,66.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2000,66.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2018,77.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2017,76.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2016,74.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2015,73.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2014,73.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2013,72.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2012,71.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2011,70.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2010,69.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,SANI_SPOP,PT_POP,Percentage of population,_T,Total - all activities,2009,68.0,A,Normal value,0,Units,_Z,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2022,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2021,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2020,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2019,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2018,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2017,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2016,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2015,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2014,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2013,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2012,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2011,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2010,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ECO,_X,Unspecified,A,"Agriculture, forestry and fishing",2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2007,0.09,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2006,0.12,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2005,0.05,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2004,0.06,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2003,0.06,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2002,0.04,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2001,0.04,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2000,0.04,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2019,0.09,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2018,0.06,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2017,0.07,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2016,0.09,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2015,0.08,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2014,0.1,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2013,0.12,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2012,0.11,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2011,0.13,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2010,0.11,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE,PT_INV_W_ENV,Percentage of environment related worldwide inventions,_T,Total - all activities,2009,0.11,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2005,3.79,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2004,3.8,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2003,3.8,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2002,3.8,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2001,3.8,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2000,3.8,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2021,4.14,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2020,4.2,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2019,4.14,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2018,4.04,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2017,4.3,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2016,4.15,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2015,3.91,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,XR,XDC_USD,National currency per US dollar,_T,Total - all activities,2014,3.27,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
