STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,BASE_PER,TIMELINESS,DECIMALS
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2002,0.54,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2001,0.95,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2000,0.73,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2019,0.79,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2018,0.54,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2017,0.66,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2016,0.75,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2015,0.65,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2014,0.71,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2013,0.77,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2012,0.75,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2011,0.83,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2010,0.6,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GPAT_DE_RTA,IX,Index,_T,Total - all activities,2009,0.73,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2005,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2022,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2021,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2020,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2019,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2018,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2017,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2016,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2015,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2014,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2013,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2012,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ASEW,_X,Unspecified,_T,Total - all activities,2011,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2007,33.47,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2006,33.71,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2005,33.88,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2004,34.47,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2003,35.31,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2002,34.95,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2001,34.87,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2000,34.82,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2019,35.97,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2018,34.71,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2017,34.34,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2016,33.88,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2015,32.83,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2014,32.46,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2013,31.62,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2012,33.02,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2011,33.49,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2010,33.81,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PB_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2009,34.65,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2007,162.74,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2006,143.54,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2005,142.67,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2004,136.16,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2003,127.39,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2002,129.86,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2001,117.1,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2000,100.0,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2018,288.16,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2017,271.13,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2016,269.91,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2015,267.74,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2014,273.94,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2013,265.46,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2012,238.85,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2011,218.13,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2010,218.58,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,CO2_DBEM,IX,Index,_T,Total - all activities,2009,175.18,A,Normal value,0,Units,_Z,2000.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2007,1.94,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2006,1.99,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2005,1.93,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2004,1.94,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2003,1.98,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2002,1.91,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2001,1.94,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2000,2.01,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2020,2.83,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2019,2.88,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2018,2.8,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2017,2.75,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2016,2.65,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2015,2.5,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2014,2.37,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2013,2.33,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2012,2.35,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2011,2.18,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2010,1.98,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_PBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2009,2.02,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,NRGC,PT_CONS_NRG,Percentage of energy consumption,H,Transportation and storage,2007,31.9,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,NRGC,PT_CONS_NRG,Percentage of energy consumption,H,Transportation and storage,2006,33.44,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,NRGC,PT_CONS_NRG,Percentage of energy consumption,H,Transportation and storage,2005,36.7,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,NRGC,PT_CONS_NRG,Percentage of energy consumption,H,Transportation and storage,2004,37.84,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,NRGC,PT_CONS_NRG,Percentage of energy consumption,H,Transportation and storage,2003,37.91,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,NRGC,PT_CONS_NRG,Percentage of energy consumption,H,Transportation and storage,2002,36.96,A,Normal value,0,Units,_Z,2015.0,1.0,2.0
